Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5225703631,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,1. Column A lists all of your contest entries for this draftgroup
5225704150,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,2. Your current lineup is listed next to each entry (blank for reservations)
5225704151,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5225704152,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5225704153,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,5. For faster processing only include entries you are changing in the file you upload
5225704154,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,
5225704155,MLB $7.5K Solo Shot,194121760,$1,Mason Fluharty (43897437),Brad Lord (43896522),Rodolfo Duran (43897149),Connor Joe (43897131),Nate Furman (43897155),James Triantos (43897158),Mason McCoy (43897122),Andrew Benintendi (43896673),Teoscar Hernandez (43896669),Max Kepler (43896670),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Adrian Morejon (43897789),Adrian Morejon,43897789,P,4000,MIN@SD 08/21/2026 09:40PM ET,SD,4.59
,,,,,,,,,,,,,,,RP,Bryan Hoeing (43897798),Bryan Hoeing,43897798,P,4000,MIN@SD 08/21/2026 09:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Mason Miller (43897801),Mason Miller,43897801,P,4000,MIN@SD 08/21/2026 09:40PM ET,SD,5.74
,,,,,,,,,,,,,,,RP,Dan Altavilla (43897811),Dan Altavilla,43897811,P,4000,MIN@SD 08/21/2026 09:40PM ET,MIN,0
,,,,,,,,,,,,,,,OF,Jasson Dominguez (43896939),Jasson Dominguez,43896939,OF,4000,TOR@NYY 08/21/2026 07:05PM ET,NYY,6.24
,,,,,,,,,,,,,,,3B/OF,Addison Barger (43896940),Addison Barger,43896940,3B/OF,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,2.56
,,,,,,,,,,,,,,,SP,Chase Hampton (43897464),Chase Hampton,43897464,P,4000,TOR@NYY 08/21/2026 07:05PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Brendan Cellucci (43897468),Brendan Cellucci,43897468,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,0
,,,,,,,,,,,,,,,SP,Jake Bloss (43897469),Jake Bloss,43897469,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Tyler Rogers (43897498),Tyler Rogers,43897498,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,2.28
,,,,,,,,,,,,,,,RP,Braydon Fisher (43897548),Braydon Fisher,43897548,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,2.83
,,,,,,,,,,,,,,,RP,Brendan Beck (43897569),Brendan Beck,43897569,P,4000,TOR@NYY 08/21/2026 07:05PM ET,NYY,0.9
,,,,,,,,,,,,,,,RP,Kervin Castro (43897570),Kervin Castro,43897570,P,4000,TOR@NYY 08/21/2026 07:05PM ET,NYY,5.05
,,,,,,,,,,,,,,,RP,Brent Headrick (43897582),Brent Headrick,43897582,P,4000,TOR@NYY 08/21/2026 07:05PM ET,NYY,4.06
,,,,,,,,,,,,,,,RP,Louis Varland (43897592),Louis Varland,43897592,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,4.54
,,,,,,,,,,,,,,,RP,Joe Mantiply (43897603),Joe Mantiply,43897603,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,3.24
,,,,,,,,,,,,,,,RP,Tim Hill (43897606),Tim Hill,43897606,P,4000,TOR@NYY 08/21/2026 07:05PM ET,NYY,1.49
,,,,,,,,,,,,,,,SP,Ricky Tiedemann (43897613),Ricky Tiedemann,43897613,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,4.55
,,,,,,,,,,,,,,,RP,CJ Van Eyk (43897625),CJ Van Eyk,43897625,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,0.32
,,,,,,,,,,,,,,,RP,Yimi Garcia (43897662),Yimi Garcia,43897662,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,0
,,,,,,,,,,,,,,,RP,John Klein (43897663),John Klein,43897663,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,1.85
,,,,,,,,,,,,,,,RP,Fernando Cruz (43897667),Fernando Cruz,43897667,P,4000,TOR@NYY 08/21/2026 07:05PM ET,NYY,3.16
,,,,,,,,,,,,,,,RP,Bradley Hanner (43897669),Bradley Hanner,43897669,P,4000,TOR@NYY 08/21/2026 07:05PM ET,NYY,3.65
,,,,,,,,,,,,,,,RP,Angel Chivilli (43897682),Angel Chivilli,43897682,P,4000,TOR@NYY 08/21/2026 07:05PM ET,NYY,3.09
,,,,,,,,,,,,,,,RP,Yerry de los Santos (43897685),Yerry de los Santos,43897685,P,4000,TOR@NYY 08/21/2026 07:05PM ET,NYY,4.59
,,,,,,,,,,,,,,,RP,Chad Dallas (43897687),Chad Dallas,43897687,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,3.22
,,,,,,,,,,,,,,,RP,Brendon Little (43897738),Brendon Little,43897738,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,1.57
,,,,,,,,,,,,,,,RP,David Bednar (43897745),David Bednar,43897745,P,4000,TOR@NYY 08/21/2026 07:05PM ET,NYY,4.11
,,,,,,,,,,,,,,,RP,Chase Lee (43897768),Chase Lee,43897768,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,0.34
,,,,,,,,,,,,,,,RP,Paul Sewald (43897816),Paul Sewald,43897816,P,4000,TOR@NYY 08/21/2026 07:05PM ET,TOR,2.35
,,,,,,,,,,,,,,,SS,Geraldo Perdomo (43896638),Geraldo Perdomo,43896638,SS,3900,CIN@ARI 08/21/2026 09:40PM ET,ARI,7.30
,,,,,,,,,,,,,,,OF,JJ Bleday (43896640),JJ Bleday,43896640,OF,3900,CIN@ARI 08/21/2026 09:40PM ET,CIN,7.44
,,,,,,,,,,,,,,,OF,A.J. Ewing (43896637),A.J. Ewing,43896637,OF,3900,NYM@CWS 08/21/2026 07:40PM ET,NYM,7.07
,,,,,,,,,,,,,,,SS,Dansby Swanson (43896942),Dansby Swanson,43896942,SS,3900,CHC@SEA 08/21/2026 10:10PM ET,CHC,7.62
,,,,,,,,,,,,,,,1B,Spencer Torkelson (43896636),Spencer Torkelson,43896636,1B,3900,DET@KC 08/21/2026 08:10PM ET,DET,6.52
,,,,,,,,,,,,,,,1B,Spencer Horwitz (43896641),Spencer Horwitz,43896641,1B,3900,PIT@LAD 08/21/2026 10:10PM ET,PIT,6.68
,,,,,,,,,,,,,,,OF,Heliot Ramos (43896639),Heliot Ramos,43896639,OF,3900,TOR@NYY 08/21/2026 07:05PM ET,NYY,6.47
,,,,,,,,,,,,,,,3B,Eugenio Suarez (43896649),Eugenio Suarez,43896649,3B,3800,CIN@ARI 08/21/2026 09:40PM ET,CIN,6.38
,,,,,,,,,,,,,,,OF,Jarren Duran (43896651),Jarren Duran,43896651,OF,3800,SF@BOS 08/21/2026 07:10PM ET,BOS,7.13
,,,,,,,,,,,,,,,OF,Braden Montgomery (43896648),Braden Montgomery,43896648,OF,3800,NYM@CWS 08/21/2026 07:40PM ET,CWS,6.68
,,,,,,,,,,,,,,,1B/3B,Mark Vientos (43896943),Mark Vientos,43896943,1B/3B,3800,NYM@CWS 08/21/2026 07:40PM ET,NYM,5.41
,,,,,,,,,,,,,,,OF,Heriberto Hernandez (43896642),Heriberto Hernandez,43896642,OF,3800,WSH@MIA 08/21/2026 07:10PM ET,MIA,6.82
,,,,,,,,,,,,,,,OF,Steven Kwan (43896644),Steven Kwan,43896644,OF,3800,CLE@COL 08/21/2026 08:40PM ET,CLE,6.15
,,,,,,,,,,,,,,,1B,Kyle Manzardo (43896945),Kyle Manzardo,43896945,1B,3800,CLE@COL 08/21/2026 08:40PM ET,CLE,5.48
,,,,,,,,,,,,,,,1B,Christian Walker (43896646),Christian Walker,43896646,1B,3800,ATH@HOU 08/21/2026 08:10PM ET,HOU,7.23
,,,,,,,,,,,,,,,C,Cal Raleigh (43896650),Cal Raleigh,43896650,C,3800,CHC@SEA 08/21/2026 10:10PM ET,SEA,5.58
,,,,,,,,,,,,,,,2B,Michael Massey (43896647),Michael Massey,43896647,2B,3800,DET@KC 08/21/2026 08:10PM ET,KC,5.81
,,,,,,,,,,,,,,,2B,Tommy Edman (43896645),Tommy Edman,43896645,2B,3800,PIT@LAD 08/21/2026 10:10PM ET,LAD,6.74
,,,,,,,,,,,,,,,1B,Josh Bell (43896652),Josh Bell,43896652,1B,3800,MIN@SD 08/21/2026 09:40PM ET,MIN,7.36
,,,,,,,,,,,,,,,OF,George Springer (43896643),George Springer,43896643,OF,3800,TOR@NYY 08/21/2026 07:05PM ET,TOR,7.06
,,,,,,,,,,,,,,,1B/2B,Ildemaro Vargas (43896655),Ildemaro Vargas,43896655,1B/2B,3700,CIN@ARI 08/21/2026 09:40PM ET,ARI,6.12
,,,,,,,,,,,,,,,1B/OF,Spencer Steer (43896949),Spencer Steer,43896949,1B/OF,3700,CIN@ARI 08/21/2026 09:40PM ET,CIN,6.84
,,,,,,,,,,,,,,,OF,Jung Hoo Lee (43896658),Jung Hoo Lee,43896658,OF,3700,SF@BOS 08/21/2026 07:10PM ET,SF,7.11
,,,,,,,,,,,,,,,2B/3B,Curtis Mead (43896947),Curtis Mead,43896947,2B/3B,3700,SF@BOS 08/21/2026 07:10PM ET,BOS,7.80
,,,,,,,,,,,,,,,2B,Chase Meidroth (43896657),Chase Meidroth,43896657,2B,3700,NYM@CWS 08/21/2026 07:40PM ET,CWS,7
,,,,,,,,,,,,,,,C,Harry Ford (43896653),Harry Ford,43896653,C,3700,WSH@MIA 08/21/2026 07:10PM ET,WSH,5.90
,,,,,,,,,,,,,,,1B,Nathaniel Lowe (43896654),Nathaniel Lowe,43896654,1B,3700,CLE@COL 08/21/2026 08:40PM ET,CLE,6.06
,,,,,,,,,,,,,,,SS,Brayan Rocchio (43896659),Brayan Rocchio,43896659,SS,3700,CLE@COL 08/21/2026 08:40PM ET,CLE,6.42
,,,,,,,,,,,,,,,3B,Isaac Paredes (43896660),Isaac Paredes,43896660,3B,3700,ATH@HOU 08/21/2026 08:10PM ET,HOU,7.20
,,,,,,,,,,,,,,,OF,Taylor Ward (43896661),Taylor Ward,43896661,OF,3700,CHC@SEA 08/21/2026 10:10PM ET,SEA,6.78
,,,,,,,,,,,,,,,C,Carson Kelly (43896663),Carson Kelly,43896663,C,3700,CHC@SEA 08/21/2026 10:10PM ET,CHC,5.79
,,,,,,,,,,,,,,,C,Will Smith (43896946),Will Smith,43896946,C,3700,PIT@LAD 08/21/2026 10:10PM ET,LAD,6.21
,,,,,,,,,,,,,,,3B,Brooks Lee (43896662),Brooks Lee,43896662,3B,3700,MIN@SD 08/21/2026 09:40PM ET,MIN,7.03
,,,,,,,,,,,,,,,OF,Max Kepler (43896670),Max Kepler,43896670,OF,3600,CIN@ARI 08/21/2026 09:40PM ET,ARI,4.91
,,,,,,,,,,,,,,,2B,Justin Foscue (43896668),Justin Foscue,43896668,2B,3600,LAA@TEX 08/21/2026 08:15PM ET,TEX,4.37
,,,,,,,,,,,,,,,2B/3B,Vaughn Grissom (43896671),Vaughn Grissom,43896671,2B/3B,3600,LAA@TEX 08/21/2026 08:15PM ET,LAA,6.24
,,,,,,,,,,,,,,,3B,Caleb Durbin (43896676),Caleb Durbin,43896676,3B,3600,SF@BOS 08/21/2026 07:10PM ET,BOS,7.15
,,,,,,,,,,,,,,,C,Francisco Alvarez (43896667),Francisco Alvarez,43896667,C,3600,NYM@CWS 08/21/2026 07:40PM ET,NYM,5.80
,,,,,,,,,,,,,,,OF,Andrew Benintendi (43896673),Andrew Benintendi,43896673,OF,3600,NYM@CWS 08/21/2026 07:40PM ET,CWS,6.06
,,,,,,,,,,,,,,,OF,Esteury Ruiz (43896665),Esteury Ruiz,43896665,OF,3600,WSH@MIA 08/21/2026 07:10PM ET,MIA,5.63
,,,,,,,,,,,,,,,C,Keibert Ruiz (43896666),Keibert Ruiz,43896666,C,3600,WSH@MIA 08/21/2026 07:10PM ET,WSH,6.18
,,,,,,,,,,,,,,,OF,David Fry (43896674),David Fry,43896674,OF,3600,CLE@COL 08/21/2026 08:40PM ET,CLE,3.32
,,,,,,,,,,,,,,,C,Jonah Heim (43896675),Jonah Heim,43896675,C,3600,ATH@HOU 08/21/2026 08:10PM ET,ATH,5.77
,,,,,,,,,,,,,,,OF,Max Clark (43896664),Max Clark,43896664,OF,3600,DET@KC 08/21/2026 08:10PM ET,DET,6.89
,,,,,,,,,,,,,,,OF,Kerry Carpenter (43896951),Kerry Carpenter,43896951,OF,3600,DET@KC 08/21/2026 08:10PM ET,DET,5.27
,,,,,,,,,,,,,,,2B/3B,Paul DeJong (43896952),Paul DeJong,43896952,2B/3B,3600,DET@KC 08/21/2026 08:10PM ET,DET,0
,,,,,,,,,,,,,,,OF,Teoscar Hernandez (43896669),Teoscar Hernandez,43896669,OF,3600,PIT@LAD 08/21/2026 10:10PM ET,LAD,6.57
,,,,,,,,,,,,,,,2B/3B,Nick Gonzales (43896678),Nick Gonzales,43896678,2B/3B,3600,PIT@LAD 08/21/2026 10:10PM ET,PIT,7.15
,,,,,,,,,,,,,,,OF,Luis Rengifo (43896677),Luis Rengifo,43896677,OF,3600,MIN@SD 08/21/2026 09:40PM ET,SD,5.69
,,,,,,,,,,,,,,,OF,Luke Keaschall (43896680),Luke Keaschall,43896680,OF,3600,MIN@SD 08/21/2026 09:40PM ET,MIN,6.77
,,,,,,,,,,,,,,,OF,Jose Siri (43896688),Jose Siri,43896688,OF,3500,LAA@TEX 08/21/2026 08:15PM ET,LAA,4.30
,,,,,,,,,,,,,,,OF,Luis Robert Jr. (43896681),Luis Robert Jr.,43896681,OF,3500,NYM@CWS 08/21/2026 07:40PM ET,NYM,5.82
,,,,,,,,,,,,,,,2B/3B,Angel Genao (43896684),Angel Genao,43896684,2B/3B,3500,CLE@COL 08/21/2026 08:40PM ET,CLE,7
,,,,,,,,,,,,,,,1B/OF,Troy Johnston (43896689),Troy Johnston,43896689,1B/OF,3500,CLE@COL 08/21/2026 08:40PM ET,COL,5.74
,,,,,,,,,,,,,,,OF,Daulton Varsho (43896692),Daulton Varsho,43896692,OF,3500,ATH@HOU 08/21/2026 08:10PM ET,HOU,5.61
,,,,,,,,,,,,,,,OF,Lawrence Butler (43896694),Lawrence Butler,43896694,OF,3500,ATH@HOU 08/21/2026 08:10PM ET,ATH,5.34
,,,,,,,,,,,,,,,OF,Trevor Larnach (43896691),Trevor Larnach,43896691,OF,3500,MIN@SD 08/21/2026 09:40PM ET,MIN,6.36
,,,,,,,,,,,,,,,C,Luis Campusano (43896693),Luis Campusano,43896693,C,3500,MIN@SD 08/21/2026 09:40PM ET,SD,6.45
,,,,,,,,,,,,,,,1B/3B,Kazuma Okamoto (43896682),Kazuma Okamoto,43896682,1B/3B,3500,TOR@NYY 08/21/2026 07:05PM ET,TOR,7.39
,,,,,,,,,,,,,,,2B/SS,Jose Caballero (43896686),Jose Caballero,43896686,2B/SS,3500,TOR@NYY 08/21/2026 07:05PM ET,NYY,6.74
,,,,,,,,,,,,,,,C,Tyler Stephenson (43896704),Tyler Stephenson,43896704,C,3400,CIN@ARI 08/21/2026 09:40PM ET,CIN,5.67
,,,,,,,,,,,,,,,2B/SS,Ben Williamson (43896954),Ben Williamson,43896954,2B/SS,3400,TB@BAL 08/21/2026 07:15PM ET,TB,5.08
,,,,,,,,,,,,,,,1B,Bryce Eldridge (43896697),Bryce Eldridge,43896697,1B,3400,SF@BOS 08/21/2026 07:10PM ET,SF,7.01
,,,,,,,,,,,,,,,SS,Andruw Monasterio (43896703),Andruw Monasterio,43896703,SS,3400,SF@BOS 08/21/2026 07:10PM ET,BOS,5.70
,,,,,,,,,,,,,,,OF,Brenton Doyle (43896701),Brenton Doyle,43896701,OF,3400,NYM@CWS 08/21/2026 07:40PM ET,CWS,4.38
,,,,,,,,,,,,,,,C,Agustin Ramirez (43896695),Agustin Ramirez,43896695,C,3400,WSH@MIA 08/21/2026 07:10PM ET,MIA,6.33
,,,,,,,,,,,,,,,C,Brett Sullivan (43896700),Brett Sullivan,43896700,C,3400,CLE@COL 08/21/2026 08:40PM ET,COL,4.79
,,,,,,,,,,,,,,,OF,Henry Bolte (43896706),Henry Bolte,43896706,OF,3400,ATH@HOU 08/21/2026 08:10PM ET,ATH,6.39
,,,,,,,,,,,,,,,OF,Dominic Canzone (43896702),Dominic Canzone,43896702,OF,3400,CHC@SEA 08/21/2026 10:10PM ET,SEA,6.50
,,,,,,,,,,,,,,,3B,Colt Keith (43896696),Colt Keith,43896696,3B,3400,DET@KC 08/21/2026 08:10PM ET,DET,5.30
,,,,,,,,,,,,,,,C,Salvador Perez (43896699),Salvador Perez,43896699,C,3400,DET@KC 08/21/2026 08:10PM ET,KC,5.99
,,,,,,,,,,,,,,,SS,Xander Bogaerts (43896705),Xander Bogaerts,43896705,SS,3400,MIN@SD 08/21/2026 09:40PM ET,SD,6.36
,,,,,,,,,,,,,,,1B,Paul Goldschmidt (43896698),Paul Goldschmidt,43896698,1B,3400,TOR@NYY 08/21/2026 07:05PM ET,NYY,6.58
,,,,,,,,,,,,,,,1B,Joc Pederson (43896715),Joc Pederson,43896715,1B,3300,LAA@TEX 08/21/2026 08:15PM ET,TEX,6.18
,,,,,,,,,,,,,,,1B,Nolan Schanuel (43896722),Nolan Schanuel,43896722,1B,3300,LAA@TEX 08/21/2026 08:15PM ET,LAA,6.49
,,,,,,,,,,,,,,,2B,Richie Palacios (43896709),Richie Palacios,43896709,2B,3300,TB@BAL 08/21/2026 07:15PM ET,TB,5.78
,,,,,,,,,,,,,,,1B/3B,Coby Mayo (43896713),Coby Mayo,43896713,1B/3B,3300,TB@BAL 08/21/2026 07:15PM ET,BAL,5.92
,,,,,,,,,,,,,,,OF,Gavin Lux (43896956),Gavin Lux,43896956,OF,3300,TB@BAL 08/21/2026 07:15PM ET,TB,0
,,,,,,,,,,,,,,,2B,Osleivis Basabe (43896712),Osleivis Basabe,43896712,2B,3300,SF@BOS 08/21/2026 07:10PM ET,SF,5.90
,,,,,,,,,,,,,,,2B/3B,Shay Whitcomb (43896959),Shay Whitcomb,43896959,2B/3B,3300,SF@BOS 08/21/2026 07:10PM ET,SF,2.29
,,,,,,,,,,,,,,,1B/OF,Griffin Conine (43896707),Griffin Conine,43896707,1B/OF,3300,WSH@MIA 08/21/2026 07:10PM ET,MIA,7.03
,,,,,,,,,,,,,,,3B,Brady House (43896711),Brady House,43896711,3B,3300,WSH@MIA 08/21/2026 07:10PM ET,WSH,6.42
,,,,,,,,,,,,,,,OF,Zac Veen (43896719),Zac Veen,43896719,OF,3300,CLE@COL 08/21/2026 08:40PM ET,COL,7.57
,,,,,,,,,,,,,,,3B,Kyle Karros (43896958),Kyle Karros,43896958,3B,3300,CLE@COL 08/21/2026 08:40PM ET,COL,6.52
,,,,,,,,,,,,,,,1B/OF,CJ Kayfus (43896961),CJ Kayfus,43896961,1B/OF,3300,CLE@COL 08/21/2026 08:40PM ET,CLE,4.33
,,,,,,,,,,,,,,,1B/2B,Jeff McNeil (43896723),Jeff McNeil,43896723,1B/2B,3300,ATH@HOU 08/21/2026 08:10PM ET,ATH,5.30
,,,,,,,,,,,,,,,OF,Michael Conforto (43896726),Michael Conforto,43896726,OF,3300,CHC@SEA 08/21/2026 10:10PM ET,CHC,4.64
,,,,,,,,,,,,,,,OF/SS,Tyler Tolbert (43896717),Tyler Tolbert,43896717,SS/OF,3300,DET@KC 08/21/2026 08:10PM ET,KC,5.07
,,,,,,,,,,,,,,,2B/3B,Nick Loftin (43896720),Nick Loftin,43896720,2B/3B,3300,DET@KC 08/21/2026 08:10PM ET,KC,5.52
,,,,,,,,,,,,,,,2B,Jake Cronenworth (43896725),Jake Cronenworth,43896725,2B,3300,MIN@SD 08/21/2026 09:40PM ET,SD,5.51
,,,,,,,,,,,,,,,C,Alejandro Kirk (43896710),Alejandro Kirk,43896710,C,3300,TOR@NYY 08/21/2026 07:05PM ET,TOR,6.49
,,,,,,,,,,,,,,,SS,George Lombard Jr. (43896716),George Lombard Jr.,43896716,SS,3300,TOR@NYY 08/21/2026 07:05PM ET,NYY,7.07
,,,,,,,,,,,,,,,OF,Max Schuemann (43896957),Max Schuemann,43896957,OF,3300,TOR@NYY 08/21/2026 07:05PM ET,NYY,3.98
,,,,,,,,,,,,,,,OF,Lars Nootbaar (43896732),Lars Nootbaar,43896732,OF,3200,CIN@ARI 08/21/2026 09:40PM ET,ARI,5.7
,,,,,,,,,,,,,,,SS,Taylor Walls (43896728),Taylor Walls,43896728,SS,3200,TB@BAL 08/21/2026 07:15PM ET,TB,5.69
,,,,,,,,,,,,,,,C,Nick Fortes (43896733),Nick Fortes,43896733,C,3200,TB@BAL 08/21/2026 07:15PM ET,TB,4.48
,,,,,,,,,,,,,,,OF,Leody Taveras (43896736),Leody Taveras,43896736,OF,3200,TB@BAL 08/21/2026 07:15PM ET,BAL,5.86
,,,,,,,,,,,,,,,SS,Willy Adames (43896731),Willy Adames,43896731,SS,3200,SF@BOS 08/21/2026 07:10PM ET,SF,7.02
,,,,,,,,,,,,,,,2B,Anthony Seigler (43896740),Anthony Seigler,43896740,2B,3200,SF@BOS 08/21/2026 07:10PM ET,BOS,5.77
,,,,,,,,,,,,,,,C/OF,Jesus Rodriguez (43896963),Jesus Rodriguez,43896963,C/OF,3200,SF@BOS 08/21/2026 07:10PM ET,SF,4.68
,,,,,,,,,,,,,,,OF,Randal Grichuk (43896737),Randal Grichuk,43896737,OF,3200,NYM@CWS 08/21/2026 07:40PM ET,CWS,4.65
,,,,,,,,,,,,,,,OF,Jakob Marsee (43896727),Jakob Marsee,43896727,OF,3200,WSH@MIA 08/21/2026 07:10PM ET,MIA,6.21
,,,,,,,,,,,,,,,2B/SS,Nasim Nunez (43896729),Nasim Nunez,43896729,2B/SS,3200,WSH@MIA 08/21/2026 07:10PM ET,WSH,6.15
,,,,,,,,,,,,,,,2B,Adael Amador (43896738),Adael Amador,43896738,2B,3200,CLE@COL 08/21/2026 08:40PM ET,COL,9.2
,,,,,,,,,,,,,,,C,Yainer Diaz (43896739),Yainer Diaz,43896739,C,3200,ATH@HOU 08/21/2026 08:10PM ET,HOU,5.72
,,,,,,,,,,,,,,,1B/C,Rafael Flores Jr. (43896741),Rafael Flores Jr.,43896741,C/1B,3200,PIT@LAD 08/21/2026 10:10PM ET,PIT,7.95
,,,,,,,,,,,,,,,OF,Spencer Jones (43896734),Spencer Jones,43896734,OF,3200,TOR@NYY 08/21/2026 07:05PM ET,NYY,5.63
,,,,,,,,,,,,,,,2B,Ernie Clement (43896735),Ernie Clement,43896735,2B,3200,TOR@NYY 08/21/2026 07:05PM ET,TOR,6.33
,,,,,,,,,,,,,,,1B/3B,Jose Fernandez (43896746),Jose Fernandez,43896746,1B/3B,3100,CIN@ARI 08/21/2026 09:40PM ET,ARI,5.34
,,,,,,,,,,,,,,,OF,Dane Myers (43896754),Dane Myers,43896754,OF,3100,CIN@ARI 08/21/2026 09:40PM ET,CIN,4.39
,,,,,,,,,,,,,,,OF,Jorge Soler (43896966),Jorge Soler,43896966,OF,3100,LAA@TEX 08/21/2026 08:15PM ET,LAA,6.60
,,,,,,,,,,,,,,,SS,Jorge Mateo (43896750),Jorge Mateo,43896750,SS,3100,TB@BAL 08/21/2026 07:15PM ET,TB,4.29
,,,,,,,,,,,,,,,2B,Nick Sogard (43896755),Nick Sogard,43896755,2B,3100,SF@BOS 08/21/2026 07:10PM ET,BOS,6.31
,,,,,,,,,,,,,,,C,Daniel Susac (43896971),Daniel Susac,43896971,C,3100,SF@BOS 08/21/2026 07:10PM ET,SF,4.62
,,,,,,,,,,,,,,,2B,Marcus Semien (43896743),Marcus Semien,43896743,2B,3100,NYM@CWS 08/21/2026 07:40PM ET,NYM,5.91
,,,,,,,,,,,,,,,C,Kyle Teel (43896969),Kyle Teel,43896969,C,3100,NYM@CWS 08/21/2026 07:40PM ET,CWS,6
,,,,,,,,,,,,,,,C,Joe Mack (43896744),Joe Mack,43896744,C,3100,WSH@MIA 08/21/2026 07:10PM ET,MIA,5.57
,,,,,,,,,,,,,,,1B,Abimelec Ortiz (43896745),Abimelec Ortiz,43896745,1B,3100,WSH@MIA 08/21/2026 07:10PM ET,WSH,6.71
,,,,,,,,,,,,,,,C,Drew Millas (43896975),Drew Millas,43896975,C,3100,WSH@MIA 08/21/2026 07:10PM ET,WSH,3.72
,,,,,,,,,,,,,,,C,Patrick Bailey (43896748),Patrick Bailey,43896748,C,3100,CLE@COL 08/21/2026 08:40PM ET,CLE,4
,,,,,,,,,,,,,,,C,Braxton Fulford (43896749),Braxton Fulford,43896749,C,3100,CLE@COL 08/21/2026 08:40PM ET,COL,3
,,,,,,,,,,,,,,,2B/3B,Connor Norby (43896752),Connor Norby,43896752,2B/3B,3100,CLE@COL 08/21/2026 08:40PM ET,COL,5.33
,,,,,,,,,,,,,,,2B/OF,Tyler Freeman (43896973),Tyler Freeman,43896973,2B/OF,3100,CLE@COL 08/21/2026 08:40PM ET,COL,5.23
,,,,,,,,,,,,,,,OF,John Rave (43896751),John Rave,43896751,OF,3100,DET@KC 08/21/2026 08:10PM ET,KC,4.26
,,,,,,,,,,,,,,,OF,Matt Vierling (43896967),Matt Vierling,43896967,OF,3100,DET@KC 08/21/2026 08:10PM ET,DET,4.50
,,,,,,,,,,,,,,,2B,Jonathan India (43896970),Jonathan India,43896970,2B,3100,DET@KC 08/21/2026 08:10PM ET,KC,5.41
,,,,,,,,,,,,,,,SS,Jacob Gonzalez (43896756),Jacob Gonzalez,43896756,SS,3100,PIT@LAD 08/21/2026 10:10PM ET,PIT,5
,,,,,,,,,,,,,,,C,Dalton Rushing (43896965),Dalton Rushing,43896965,C,3100,PIT@LAD 08/21/2026 10:10PM ET,LAD,6.39
,,,,,,,,,,,,,,,OF,Samad Taylor (43896968),Samad Taylor,43896968,OF,3100,MIN@SD 08/21/2026 09:40PM ET,SD,7.88
